140,3
140,3
128,4
128,4
128,4
128,4
143,0
143,0
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
127,1
127,1
127,1
127,1
127,1
127,1
127,1
124,3
112,4
112,4
112,4
140,3
140,3
140,3
140,3
128,4
128,4
128,4
128,4
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
127,1
127,1
127,1
127,1
124,3
112,4
112,4
112,4
112,4
112,4
112,4
140,3
128,4
128,4
128,4
128,4
128,4
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
111,2
111,2
111,2
106,4
106,4
136,3
136,3
136,3
140,3
140,3
140,3
140,3
140,3
140,3
140,3
140,3
128,4
128,4
128,4
128,4
128,4
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
127,1
127,1
127,1
127,1
127,1
124,3
112,4
112,4
112,4
112,4
140,3
140,3
140,3
128,4
128,4
128,4
128,4
128,4
140,3
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
111,2
111,2
111,2
111,2
111,2
111,2
106,4
136,3
136,3
136,3
136,3
136,3
136,3
140,3
140,3
140,3
140,3
140,3
140,3
140,3
140,3
140,3
128,4
128,4
128,4
128,4
143,0
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
111,2
111,2
111,2
106,4
106,4
136,3
136,3
136,3
136,3
140,3
140,3
140,3
140,3
140,3
140,3
128,4
128,4
128,4
128,4
128,4
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
127,1
127,1
124,3
112,4
112,4
112,4
140,3
140,3
140,3
140,3
128,4
128,4
140,3
143,0
143,0
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
111,2
111,2
106,4
136,3
136,3
136,3
136,3
136,3
140,3
140,3
140,3
140,3
140,3
140,3
128,4
128,4
128,4
128,4
143,0
143,0
143,0
143,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
133,0
127,1
127,1
127,1
127,1
112,4
112,4
112,4
112,4
112,4
